6	2746	7877038	0	7871347	7882729	"BUSI_019780-RA"
5	2747	28789185	0	28784117	28794253	"BUSI_026085-RA"
5	2748	28753082	0	28751662	28754502	"BUSI_026081-RA"
6	4831	6708369.5	0	6699902	6716837	"BUSI_019688-RA"
5	4831	28777582	0	28773295	28781869	"BUSI_026084-RA"
5	4831	28760526	0	28758292	28762760	"BUSI_026082-RA"
5	3050	33277807	0	33271059	33284555	"BUSI_026468-RA"
5	8380	36516298	0	36511975	36520621	"BUSI_026756-RA"
6	2800	2939964.5	0	2934409	2945520	"BUSI_019323-RA"
5	2800	34017740.5	0	34012429	34023052	"BUSI_026529-RA"
11	7307	43013243	0	43005273	43021213	"BUSI_012651-RA"
5	767	29404021	0	29403767	29404275	"BUSI_026125-RA"
6	767	6250433.5	0	6250144	6250723	"BUSI_019645-RA"
5	767	30374664	0	30374410	30374918	"BUSI_026205-RA"
5	4826	30333851.5	0	30317327	30350376	"BUSI_026202-RA"
5	8848	31811167	0	31809362	31812972	"BUSI_026327-RA"
5	731	30236077	0	30222380	30249774	"BUSI_026196-RA"
3	3020	5116267	0	5113318	5119216	"BUSI_010290-RA"
3	3019	5085656.5	0	5083463	5087850	"BUSI_010286-RA"
5	2799	34000075	0	33994113	34006037	"BUSI_026528-RA"
6	2799	2958257.5	0	2953580	2962935	"BUSI_019324-RA"
5	725	31412714	0	31404908	31420520	"BUSI_026293-RA"
5	725	30700253	0	30697936	30702570	"BUSI_026233-RA"
6	725	5546205.5	0	5544754	5547657	"BUSI_019582-RA"
6	2723	5617177.5	0	5616108	5618247	"BUSI_019589-RA"
5	2722	30556120	0	30555479	30556761	"BUSI_026220-RA"
6	2722	5610759	0	5609835	5611683	"BUSI_019588-RA"
3	722	4049286.5	0	4047107	4051466	"BUSI_010178-RA"
14	722	2885520.5	0	2883891	2887150	"BUSI_017469-RA"
6	1301	5482240	0	5480722	5483758	"BUSI_019576-RA"
5	1301	30973606	0	30971121	30976091	"BUSI_026261-RA"
5	1301	30784445	0	30783003	30785887	"BUSI_026241-RA"
5	1300	30827442.5	0	30826891	30827994	"BUSI_026246-RA"
5	1300	30842113	0	30839747	30844479	"BUSI_026250-RA"
5	1300	31021852	0	31016464	31027240	"BUSI_026268-RA"
5	1300	30836055	0	30834744	30837366	"BUSI_026249-RA"
6	1300	5388584.5	0	5385861	5391308	"BUSI_019568-RA"
6	1300	5337347	0	5336843	5337851	"BUSI_019560-RA"
6	1300	5205169	0	5198773	5211565	"BUSI_019550-RA"
5	1300	31015043	0	31014491	31015595	"BUSI_026267-RA"
3	5481	1334924	0	1334466	1335382	"BUSI_009908-RA"
5	5481	33301191	0	33300886	33301496	"BUSI_026470-RA"
5	5572	30742425	0	30737347	30747503	"BUSI_026236-RA"
6	5574	5414313.5	0	5411708	5416919	"BUSI_019572-RA"
6	1298	4996658	0	4990689	5002627	"BUSI_019528-RA"
5	1298	31305982	0	31298242	31313722	"BUSI_026287-RA"
6	1297	4821027.5	0	4811473	4830582	"BUSI_019508-RA"
5	1297	31512826.5	0	31509936	31515717	"BUSI_026303-RA"
5	1296	31581144	0	31580354	31581934	"BUSI_026306-RA"
2	7302	21940779	0	21939134	21942424	"BUSI_003555-RA"
6	5485	5371070.5	0	5369386	5372755	"BUSI_019566-RA"
6	5486	5158400.5	0	5158095	5158706	"BUSI_019545-RA"
6	5487	4907246.5	0	4905635	4908858	"BUSI_019520-RA"
6	5488	4904832	0	4904264	4905400	"BUSI_019519-RA"
6	5575	5393636	0	5393013	5394259	"BUSI_019570-RA"
6	1294	4414361.5	0	4407287	4421436	"BUSI_019465-RA"
5	1294	31947764	0	31945942	31949586	"BUSI_026347-RA"
6	4871	4651347	0	4650536	4652158	"BUSI_019489-RA"
5	4871	31705787	0	31704077	31707497	"BUSI_026316-RA"
6	745	4350947	0	4348646	4353248	"BUSI_019454-RA"
5	745	31996196.5	0	31993473	31998920	"BUSI_026351-RA"
5	744	36931057.5	0	36928409	36933706	"BUSI_026790-RA"
5	744	36906586.5	0	36904557	36908616	"BUSI_026787-RA"
6	744	1655451	0	1653797	1657105	"BUSI_019195-RA"
8	744	3194879	0	3193531	3196227	"BUSI_015670-RA"
6	744	1675522.5	0	1672415	1678630	"BUSI_019197-RA"
6	4865	4463370	0	4460941	4465799	"BUSI_019473-RA"
6	4862	4428502.5	0	4424529	4432476	"BUSI_019466-RA"
6	4861	4374365.5	0	4373964	4374767	"BUSI_019458-RA"
5	7216	28146231	0	28141183	28151279	"BUSI_026037-RA"
5	4856	32144821	0	32137331	32152311	"BUSI_026363-RA"
5	9585	22673516.5	0	22670547	22676486	"BUSI_025808-RA"
5	7239	36624033	0	36623050	36625016	"BUSI_026762-RA"
5	1287	32398585.5	0	32398067	32399104	"BUSI_026384-RA"
6	1287	4032598.5	0	4031167	4034030	"BUSI_019422-RA"
6	5043	3925126	0	3919466	3930786	"BUSI_019410-RA"
5	5042	32664260	0	32663119	32665401	"BUSI_026415-RA"
5	4848	32654461	0	32653324	32655598	"BUSI_026412-RA"
5	4848	32561807.5	0	32560719	32562896	"BUSI_026400-RA"
6	4848	3908791.5	0	3907253	3910330	"BUSI_019408-RA"
6	4846	3884344.5	0	3882823	3885866	"BUSI_019406-RA"
5	4846	32658204	0	32656913	32659495	"BUSI_026413-RA"
5	4846	32567635	0	32565144	32570126	"BUSI_026401-RA"
5	4845	32600737.5	0	32594618	32606857	"BUSI_026405-RA"
5	4845	32678929	0	32677183	32680675	"BUSI_026417-RA"
5	4845	32589280	0	32587485	32591075	"BUSI_026404-RA"
5	4845	32687281	0	32684418	32690144	"BUSI_026418-RA"
5	4844	32837895.5	0	32831437	32844354	"BUSI_026432-RA"
5	5040	32728398	0	32726141	32730655	"BUSI_026422-RA"
5	4843	32950294.5	0	32949244	32951345	"BUSI_026443-RA"
5	4843	32943190	0	32941668	32944712	"BUSI_026442-RA"
5	5039	32779033	0	32778841	32779225	"BUSI_026429-RA"
6	5039	3635049.5	0	3633242	3636857	"BUSI_019377-RA"
6	5038	3556036	0	3555655	3556417	"BUSI_019368-RA"
