2	2974	53238942	0	53235484	53242400	"CDS6006"
2	2975	53117157	0	53113602	53120712	"CDS6001"
2	7826	53050755	0	53047943	53053567	"CDS5993"
2	402	45692047.5	0	45691167	45692928	"CDS5579"
8	402	19516011.5	0	19514347	19517676	"CDS18513"
2	402	52963763	0	52963354	52964172	"CDS5989"
8	402	19557784.5	0	19557400	19558169	"CDS18514"
2	402	52874592	0	52873223	52875961	"CDS5984"
2	2976	53024390.5	0	53019724	53029057	"CDS5991"
8	2976	37325188	0	37322910	37327466	"CDS19655"
8	2976	30142913	0	30139846	30145980	"CDS19098"
8	359	30223241.5	0	30221919	30224564	"CDS19103"
2	359	46073595	0	46072210	46074980	"CDS5598"
2	1951	53827411	0	53818084	53836738	"CDS6040"
8	1951	37624082.5	0	37619060	37629105	"CDS19677"
8	5260	30726973	0	30719922	30734024	"CDS19128"
8	426	37743127.5	0	37742927	37743328	"CDS19683"
2	426	46881761	0	46879232	46884290	"CDS5633"
2	426	54186221	0	54179471	54192971	"CDS6054"
8	426	30747595	0	30747414	30747776	"CDS19132"
2	1946	46997576	0	46996594	46998558	"CDS5641"
2	1946	54400218.5	0	54400063	54400374	"CDS6067"
8	1946	30838056.5	0	30828685	30847428	"CDS19138"
2	1946	46995562.5	0	46995407	46995718	"CDS5640"
8	7483	37825403	0	37825042	37825764	"CDS19688"
2	7483	54415369	0	54415008	54415730	"CDS6068"
8	7483	30850257.5	0	30849973	30850542	"CDS19140"
2	7483	47017971	0	47017694	47018248	"CDS5642"
2	1297	54589938	0	54585066	54594810	"CDS6074"
8	1297	30873811	0	30869816	30877806	"CDS19144"
2	1297	47059793.5	0	47054747	47064840	"CDS5645"
8	1297	37868409.5	0	37863977	37872842	"CDS19694"
8	1967	37923733.5	0	37920191	37927276	"CDS19696"
2	1967	54701961.5	0	54697495	54706428	"CDS6077"
8	7497	37980187.5	0	37978133	37982242	"CDS19704"
2	7497	54806007.5	0	54802192	54809823	"CDS6087"
2	7869	55096464.5	0	55093171	55099758	"CDS6100"
2	1966	55157957.5	0	55157693	55158222	"CDS6114"
8	1966	38076018.5	0	38075746	38076291	"CDS19715"
2	7870	55228530	0	55227548	55229512	"CDS6118"
8	7484	38106427	0	38105755	38107099	"CDS19717"
2	7484	55231573.5	0	55230988	55232159	"CDS6119"
2	7484	47364736	0	47364269	47365203	"CDS5667"
2	7484	47364736	0	47364269	47365203	"CDS5669"
2	5945	55347623	0	55345670	55349576	"CDS6121"
8	1965	38125511.5	0	38117195	38133828	"CDS19718"
2	1965	55354287	0	55353605	55354969	"CDS6123"
2	1965	55364513	0	55357332	55371694	"CDS6125"
8	2039	38219524	0	38206822	38232226	"CDS19728"
