37
0	42	39	37	29	40	24	27	34	30	27	22	24	24	22	17	22	20	27	23	26	22	25	22	21	23	23	19	26	26	22	18	19	18	21	24	19
44	0	35	33	25	46	25	30	34	37	23	21	21	21	31	17	28	20	23	22	22	23	26	20	22	22	20	20	22	33	23	19	17	17	20	23	18
44	41	0	34	29	39	25	32	27	34	28	25	24	28	25	17	23	21	27	24	25	22	25	21	24	20	20	21	27	25	23	18	19	17	21	27	18
42	34	38	0	27	33	24	25	27	23	23	22	26	23	22	16	20	20	27	25	26	20	21	21	20	22	23	17	23	22	22	18	17	17	17	23	17
28	27	26	24	0	24	21	21	22	23	22	18	18	18	18	15	15	17	19	20	17	19	18	19	20	11	17	14	20	17	15	17	18	17	18	19	17
42	47	36	37	27	0	26	28	32	33	24	20	21	22	26	16	23	21	22	22	17	24	24	18	21	19	19	20	26	31	21	19	17	18	19	22	18
26	27	22	21	19	26	0	17	21	22	19	18	23	17	21	17	20	19	16	18	22	20	20	19	18	14	18	15	19	24	17	17	16	15	15	16	16
30	33	34	24	26	29	20	0	19	29	25	23	20	26	17	16	16	14	19	19	18	17	17	17	21	13	14	16	18	19	16	17	16	12	20	25	13
34	35	28	29	20	33	22	15	0	19	18	17	20	19	24	17	21	19	24	19	21	22	24	20	18	18	22	13	21	25	22	18	14	14	16	16	19
32	37	32	25	22	35	24	27	24	0	25	21	17	23	19	16	22	18	19	20	19	20	23	19	22	15	16	18	18	26	17	18	17	17	19	24	15
25	24	28	22	20	22	21	23	19	23	0	19	19	20	17	17	16	18	19	16	20	19	19	19	22	13	17	16	19	19	17	18	19	17	19	20	16
24	24	27	20	21	23	18	22	19	21	20	0	16	17	19	15	18	17	20	17	18	18	16	18	18	13	16	15	17	19	15	16	15	15	18	17	14
27	25	23	22	21	24	20	16	21	20	19	16	0	17	19	17	18	19	16	17	22	19	21	19	19	12	18	14	22	20	17	17	14	15	13	16	16
23	24	26	21	21	22	20	23	17	22	22	22	17	0	15	14	16	15	20	17	19	15	17	19	19	14	16	16	16	17	17	17	16	12	18	19	15
25	31	21	19	17	28	19	16	24	24	16	18	17	16	0	16	22	18	19	17	17	21	19	18	17	14	16	12	18	23	15	17	14	14	17	16	13
16	17	16	17	17	16	14	12	15	16	16	15	16	15	14	0	16	16	15	15	15	15	16	17	15	11	15	12	14	16	14	15	12	13	13	14	13
24	27	19	19	21	27	20	16	22	22	17	17	19	17	19	14	0	16	15	16	18	18	19	17	15	11	16	14	19	20	15	17	13	16	14	16	15
20	21	20	21	20	20	18	16	17	18	17	15	17	17	15	17	18	0	14	14	16	17	18	17	16	10	16	13	17	17	15	16	14	17	14	14	15
27	22	26	26	19	23	18	21	21	20	17	18	18	19	19	15	14	16	0	18	22	17	16	18	17	18	19	15	19	17	18	16	15	13	17	20	15
24	26	24	21	17	23	17	16	22	18	18	18	17	16	21	15	16	18	21	0	18	19	17	17	18	12	16	12	17	18	17	16	13	12	18	14	13
24	21	22	23	20	24	19	19	20	18	18	17	20	18	18	17	16	17	18	16	0	19	19	19	17	16	18	15	21	18	16	18	16	14	16	15	14
22	28	22	22	19	25	19	16	25	19	18	17	21	17	21	16	17	17	17	19	18	0	21	19	17	12	19	14	20	20	18	19	15	16	15	15	18
23	25	20	22	20	24	19	14	24	18	16	15	18	15	18	16	20	17	16	18	17	19	0	20	16	11	17	12	19	20	15	15	14	15	15	15	19
20	23	21	22	21	21	18	16	22	17	18	17	17	16	19	15	17	18	17	16	17	20	19	0	17	13	18	14	18	17	15	18	17	15	16	15	19
23	19	22	18	17	20	17	20	18	18	18	16	17	18	17	17	16	17	17	18	17	16	18	17	0	13	15	12	16	18	14	15	16	11	16	19	12
24	22	22	24	17	20	14	15	19	15	15	16	14	15	16	11	11	12	21	15	19	14	13	16	13	0	15	16	15	15	16	13	13	10	13	15	14
19	20	18	20	19	20	19	14	19	17	17	16	18	15	16	15	16	17	16	15	18	18	18	18	16	14	0	13	20	17	16	17	16	15	13	15	18
20	20	18	18	19	20	16	18	16	17	17	15	14	15	16	12	12	13	15	15	16	17	15	16	15	11	14	0	16	15	13	15	13	13	14	16	14
23	23	23	22	21	23	21	17	19	20	20	18	20	19	14	17	15	17	17	17	19	16	22	17	18	11	16	16	0	19	18	16	14	14	14	17	15
30	40	21	22	21	34	21	14	29	23	16	17	18	17	24	16	25	19	17	19	16	20	22	18	16	15	19	12	18	0	18	18	13	15	16	13	14
25	26	23	21	20	28	18	17	18	19	17	17	18	16	17	15	17	18	20	17	17	17	18	17	18	14	18	14	19	17	0	15	15	14	14	17	15
21	21	19	20	18	21	19	14	21	17	18	16	21	16	17	15	14	18	17	17	18	19	20	18	17	11	18	13	20	18	15	0	16	13	15	15	16
19	18	18	19	18	18	16	17	17	18	18	16	15	17	15	13	13	14	17	14	15	16	16	18	17	11	13	13	16	15	14	15	0	15	16	15	14
18	20	17	19	18	19	18	15	18	17	17	16	17	15	15	14	15	17	15	16	16	18	17	17	16	11	17	13	17	17	16	17	14	0	14	16	16
21	20	22	20	19	18	15	17	19	19	17	17	15	18	16	13	15	14	19	18	16	15	17	19	17	16	14	13	14	17	15	15	13	13	0	17	13
28	28	27	20	23	24	14	25	18	25	23	21	15	21	17	12	14	11	19	17	17	14	16	17	19	12	13	16	17	15	18	16	14	12	16	0	11
17	17	15	15	16	16	16	13	17	15	15	14	14	14	16	13	15	14	14	14	14	18	18	17	15	10	15	9	17	14	13	15	13	14	13	14	0
