32
0	34	36	30	33	37	62	36	27	30	28	27	30	16	25	25	37	31	26	26	30	18	31	18	22	22	23	27	30	22	23	26
37	0	33	27	26	27	43	22	23	28	21	26	28	18	24	20	26	23	26	23	22	19	27	15	19	22	23	25	19	17	18	18
34	25	0	33	27	27	42	30	24	27	28	24	28	21	24	24	27	23	26	23	27	20	26	17	22	23	21	25	23	19	19	24
32	28	31	0	29	30	44	27	23	30	29	24	33	20	28	20	26	26	30	26	27	20	27	16	22	24	22	25	21	20	21	20
29	26	27	28	0	28	41	25	23	28	28	26	25	17	24	21	24	21	27	27	31	19	25	15	19	21	22	23	20	20	18	20
33	26	28	25	30	0	49	25	27	28	27	25	28	19	22	21	26	22	26	24	28	18	27	16	19	21	20	24	23	17	20	22
61	42	44	40	41	48	0	44	29	42	36	30	40	24	33	27	41	32	35	30	38	22	35	22	24	25	26	34	31	26	24	31
35	25	29	24	24	23	41	0	19	23	26	20	21	18	21	17	23	23	22	20	22	17	23	17	19	19	20	21	20	20	18	22
27	24	26	25	23	26	31	21	0	23	21	23	23	17	20	21	23	19	22	20	21	17	25	15	17	19	18	20	19	18	17	21
26	26	24	26	31	27	42	23	22	0	25	27	24	17	21	21	24	21	27	25	23	17	26	15	19	22	21	21	20	16	16	22
26	26	25	22	23	20	34	23	19	25	0	20	23	18	25	18	21	14	25	22	21	17	24	17	17	17	19	23	19	18	16	20
26	24	24	26	28	26	33	19	19	26	22	0	24	15	19	22	22	20	25	23	20	14	23	12	16	19	20	19	17	16	15	15
30	28	26	24	25	25	41	20	20	27	24	22	0	17	24	20	20	19	27	21	22	16	24	14	18	20	20	22	16	18	16	16
19	20	19	17	18	18	25	17	17	18	18	15	21	0	20	16	15	14	18	18	15	16	16	13	15	16	14	17	14	17	13	18
25	28	25	25	24	22	35	21	19	24	22	18	26	19	0	17	22	17	22	22	19	19	21	15	17	20	19	22	18	17	16	18
26	24	24	23	26	25	29	20	20	25	21	25	22	13	20	0	21	19	25	25	19	15	19	11	17	20	22	18	20	18	18	19
31	25	29	22	23	20	43	21	20	26	21	19	21	16	22	20	0	17	23	21	20	17	25	16	20	20	22	21	23	18	19	21
32	23	23	23	24	22	33	25	21	22	20	20	21	14	19	16	19	0	19	20	19	16	20	11	15	17	17	16	15	16	15	14
23	25	26	26	28	25	36	21	19	29	26	23	27	13	23	20	21	18	0	26	20	16	22	12	18	22	24	22	18	19	16	17
23	22	23	22	27	23	30	20	17	24	24	21	21	14	20	19	19	15	26	0	20	16	21	11	18	20	20	19	18	17	19	17
26	22	25	22	25	19	36	21	17	22	24	18	18	17	21	18	23	17	20	20	0	16	21	16	16	19	18	21	19	15	16	19
15	16	17	12	13	11	22	17	14	13	16	10	18	16	17	9	10	9	10	12	12	0	13	15	11	9	9	12	8	16	9	13
30	23	25	25	25	24	36	22	22	26	22	24	25	17	18	23	25	20	25	23	21	16	0	15	17	21	21	20	22	19	18	18
14	17	18	14	13	13	22	14	14	14	15	10	16	18	13	9	9	9	11	12	10	17	12	0	12	9	8	12	8	16	10	14
22	18	21	19	18	17	23	18	17	16	19	15	17	14	15	14	14	14	17	16	15	16	18	14	0	15	17	18	13	13	13	15
22	22	21	23	21	22	25	18	18	20	21	20	20	14	19	19	21	19	21	20	19	14	22	12	18	0	18	20	16	14	16	16
23	20	22	23	25	22	27	17	18	22	21	19	21	13	20	19	16	16	25	22	17	13	19	11	17	19	0	21	20	14	14	16
29	20	24	18	21	23	32	23	17	23	23	17	20	15	18	20	20	13	22	19	14	16	20	13	17	17	18	0	17	13	17	20
28	21	20	17	21	24	33	16	15	19	18	17	16	11	16	16	20	10	22	18	17	12	17	11	12	18	15	18	0	12	15	19
18	21	19	19	17	18	27	16	14	14	17	12	16	15	19	11	14	11	15	13	12	17	14	14	13	14	12	16	13	0	13	13
22	18	20	18	19	18	25	17	19	17	16	18	16	11	18	17	14	14	18	15	15	13	16	13	13	15	17	12	15	14	0	13
21	18	21	20	18	19	31	16	15	17	15	13	16	13	16	15	15	10	15	13	16	13	15	13	14	14	15	16	17	16	13	0
