29
0	25	26	20	26	21	21	22	27	22	21	21	22	21	22	21	18	24	18	14	24	22	21	20	19	20	15	20	19
22	0	21	16	26	19	21	20	25	19	17	21	19	18	18	17	16	23	17	13	19	20	22	23	21	20	16	22	18
26	23	0	16	22	21	29	23	34	21	19	18	23	23	18	18	19	31	14	9	22	18	24	20	20	15	12	17	16
19	18	17	0	17	16	16	18	17	16	18	15	16	16	17	18	15	18	16	13	17	18	17	14	16	13	16	15	15
20	20	21	16	0	17	21	21	25	17	18	17	18	17	18	17	15	20	16	10	15	20	22	20	18	17	17	19	17
20	19	19	14	19	0	14	16	19	18	16	14	19	18	18	17	12	18	14	9	17	18	15	15	18	17	13	18	18
20	21	29	16	25	16	0	23	24	18	17	17	17	19	19	19	16	26	18	10	20	18	19	21	20	17	16	20	16
18	18	21	18	23	16	23	0	20	16	18	15	17	16	17	18	16	19	15	12	18	19	18	18	17	15	15	16	17
27	32	29	18	28	22	23	22	0	23	22	21	22	22	19	20	18	26	17	14	25	22	25	25	27	19	18	24	18
20	23	23	15	19	19	15	16	21	0	15	14	17	17	17	17	17	20	14	10	14	17	19	15	17	18	13	17	17
20	20	18	16	18	18	19	19	22	15	0	18	18	16	15	18	17	18	16	11	19	17	18	14	16	12	13	16	14
17	17	22	17	18	18	17	20	25	16	20	0	17	17	19	18	20	20	16	13	19	18	22	15	19	16	17	17	16
17	19	20	15	22	16	17	18	25	16	18	17	0	16	17	15	15	16	16	9	18	19	17	17	19	16	13	19	17
20	19	16	14	19	15	14	15	16	17	16	16	18	0	16	14	12	16	15	10	16	14	16	16	16	14	12	16	15
20	18	18	15	21	20	14	19	22	18	17	14	19	18	0	16	12	17	15	10	16	17	18	17	19	17	13	16	17
18	19	17	16	19	16	16	19	20	16	19	17	18	17	17	0	17	19	16	11	16	16	17	15	14	13	14	17	15
18	19	18	16	15	15	18	19	20	13	19	17	14	15	15	16	0	20	16	10	15	15	16	13	14	12	13	17	12
20	22	29	16	16	16	22	17	22	18	18	15	18	20	18	15	17	0	13	9	17	14	21	16	16	15	13	16	15
18	18	18	17	18	15	15	18	19	15	14	13	18	15	17	15	13	15	0	9	17	17	16	15	15	13	12	15	14
14	13	12	13	14	10	9	12	15	12	12	12	11	11	11	12	12	12	11	0	12	13	13	10	11	13	11	11	12
23	19	21	18	19	15	15	18	23	18	16	15	19	18	19	16	14	18	14	13	0	17	19	12	23	14	16	12	13
20	19	18	17	21	17	19	20	19	16	17	17	17	15	17	18	16	17	17	9	17	0	15	15	16	17	14	17	16
21	21	22	14	18	18	19	21	24	16	17	19	18	15	14	16	17	20	14	11	14	15	0	13	13	15	15	16	14
14	16	15	12	23	16	18	17	22	13	16	14	13	15	13	11	11	15	13	7	14	14	18	0	18	12	12	14	13
19	18	16	15	20	16	15	17	21	16	14	13	18	16	17	17	11	17	14	10	20	18	17	16	0	17	16	17	16
19	17	15	11	19	16	13	16	17	15	13	13	17	13	14	14	10	15	12	9	13	15	12	11	13	0	11	14	16
16	16	14	13	15	13	14	15	18	14	12	13	15	14	14	14	11	16	12	10	16	15	14	15	16	13	0	15	13
20	22	18	16	20	16	18	15	18	18	15	15	16	19	16	16	14	16	17	8	17	16	15	16	17	15	13	0	15
18	19	16	14	17	16	13	16	18	17	16	15	17	17	16	15	12	16	13	10	15	16	15	12	13	16	14	15	0
